,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Dtd1,0.0114424693642469,0.369995674758583,0.115,0.25,1
1110034G24Rik,0.0115690839457008,0.26318729800613,0.184,0.368,1
Rnase4,0.0115960277892611,11.1884551938741,0.079,0,1
Pitpnb,0.0116497884704069,0.37062718028928,0.191,0.382,1
Prss23,0.0116800140266075,1.93982390063321,0.25,0.132,1
Nob1,0.0117024984488642,-0.558982520060158,0.056,0.145,1
Tgfb1i1,0.0117226863305553,0.260403627104368,0.099,0.224,1
Stam2,0.0117410000737806,-0.218973536578842,0.079,0.184,1
Arpc3,0.0118119520509484,-0.234416282206519,0.707,0.947,1
Pip4k2b,0.0119004125685078,-0.202178982066323,0.062,0.158,1
Qser1,0.0119153228978159,-0.334663653717364,0.095,0.211,1
Nsg1,0.0119613005964661,-0.395804407775501,0.105,0.224,1
Selm,0.0119775704557,-0.223827142427881,0.671,0.908,1
Atp8a1,0.0120417410691247,1.98572699336195,0.289,0.184,1
Arxes1,0.0121026932822005,-0.751553669389902,0.049,0.132,1
Ubr7,0.0121562489490033,0.419562968283185,0.145,0.303,1
Cers2,0.0121755322341269,0.214856569005695,0.194,0.382,1
Gde1,0.0122278009841009,-0.255743862961085,0.266,0.474,1
Gm11808,0.0122635584628583,1.07729024671357,0.556,0.618,1
Phf12,0.012287169035844,0.319564073255443,0.109,0.237,1
2410022M11Rik,0.0123164097315346,-0.589764209160694,0.056,0.145,1
Cpe,0.0123194905536218,1.18962629668172,0.618,0.632,1
Ppig,0.012354491051994,-0.206870038964114,0.365,0.632,1
Ehmt1,0.0124254835392716,0.370387327675918,0.161,0.329,1
Gfpt1,0.0124819733344038,-1.01766779705539,0.066,0.158,1
Bbc3,0.0124819733344038,-0.819870883796862,0.066,0.158,1
Nxf1,0.0125055534591818,0.259218868646881,0.359,0.684,1
Atp6v1g1,0.0126477659323127,0.52331861239796,0.76,0.868,1
Slc7a5,0.0126751008075407,-0.235312986733261,0.819,0.947,1
Fars2,0.0127499754078973,-0.388139782356905,0.079,0.184,1
Alg2,0.0127568410322662,-0.244550956626148,0.062,0.158,1
Glo1,0.0128192758417483,0.998575957860357,0.572,0.618,1
Ccdc141,0.0128340732173321,0.909318128779048,0.648,0.75,1
Zfp46,0.0129666852784808,-0.462028959667006,0.049,0.132,1
Aamp,0.0129764725724389,-0.234898005961692,0.319,0.553,1
Nnt,0.0130186526947191,0.349107633293339,0.069,0.171,1
Smad7,0.0130606942897707,3.35799627649721,0.155,0.053,1
Rpa1,0.013065974613543,-0.52905476812814,0.049,0.132,1
Tob2,0.0130724137982659,-0.394419178411067,0.089,0.197,1
Msi1,0.0131819137542181,-2.38403415838452,0.01,0.053,1
Chst2,0.0133168434575822,0.363445769714776,0.184,0.368,1
Sac3d1,0.0133221076091156,0.56392267098694,0.115,0.25,1
Rabgap1,0.0134312921418379,0.202465989861204,0.102,0.224,1
Tmem123,0.0134364880901871,1.0452025766388,0.52,0.566,1
Tpm1,0.0134431975022994,1.16546552218726,0.572,0.605,1
Cystm1,0.0134850098263878,2.62995860038602,0.201,0.092,1
Ten1,0.0135725748253924,-0.531011931758989,0.049,0.132,1
Dpagt1,0.0135738038327714,0.236843540996443,0.062,0.158,1
4931406C07Rik,0.0136564977298084,0.268980163000688,0.086,0.197,1
Rsrp1,0.0136788854486791,1.32742512773107,0.467,0.447,1
Gnb1l,0.0137481201216248,-2.17586375096006,0.01,0.053,1
Slc26a11,0.0137481201216248,-1.88010087638479,0.01,0.053,1
Fam78a,0.0137481201216248,-1.79828743888771,0.01,0.053,1
Nme4,0.0137481201216248,-1.390413641563,0.01,0.053,1
Cln8,0.0137615080925887,0.621806894426799,0.062,0.158,1
Chd8,0.0138334198216418,0.267515896448921,0.155,0.316,1
Mt3,0.0138781842580546,2.274144620549,0.395,0.355,1
Klhl24,0.0138921630271406,0.33168284226387,0.132,0.276,1
Yjefn3,0.0139415721082291,-2.03906857413786,0.01,0.053,1
